1	507	1.213040
1	341	1.132796
1	802	1.098775
1	1335	0.967723
1	375	0.939001
1	474	0.891481
1	335	0.874529
1	9399	0.870681
1	4914	0.869481
1	3684	0.852497
2	7339	8.932174
2	7334	8.580071
2	7755	8.445349
2	8530	8.041725
2	7586	7.651712
2	6890	7.613460
2	7077	7.578008
2	5350	7.414129
2	5379	7.325885
2	8108	7.319782
3	8760	1.000235
3	9764	0.998009
3	8726	0.884793
3	9243	0.877789
3	8821	0.852722
3	8819	0.833896
3	8897	0.817686
3	8309	0.813878
3	7861	0.808310
3	6267	0.801660
4	7574	1.346634
4	7596	1.336103
4	4674	1.221689
4	4657	1.216312
4	5682	1.181659
4	7742	1.163086
4	7618	1.152294
4	7113	0.997814
4	4686	0.993703
4	8575	0.819066
5	2034	8.446520
5	1734	8.294487
5	5392	7.958266
5	2880	7.695287
5	3169	7.503764
5	3636	7.448110
5	7803	7.221431
5	5381	7.086488
5	1695	7.053672
5	7289	7.052642
6	297	5.471120
6	7929	5.356171
6	1335	5.278633
6	388	5.226381
6	575	5.190551
6	467	5.090740
6	299	4.895567
6	6524	4.852045
6	339	4.736949
6	3684	4.586629
7	1625	0.644180
7	7165	0.638666
7	2922	0.636207
7	4163	0.628884
7	4121	0.604857
7	550	0.559130
7	797	0.545875
7	6008	0.522137
7	2420	0.518302
7	3136	0.510223
8	8138	11.193222
8	1335	9.063218
8	5887	8.984674
8	7810	8.965555
8	8032	8.840655
8	8793	8.744109
8	7391	8.648850
8	6836	8.403365
8	1787	8.384191
8	8335	8.345214
9	8995	8.171938
9	8965	7.258805
9	9049	7.159392
9	8841	7.047860
9	8759	7.002291
9	8894	7.000589
9	94	6.966371
9	191	6.966371
9	6192	6.966371
9	9750	6.966371
10	8138	18.639079
10	575	17.335767
10	5424	17.017880
10	4972	16.658608
10	8500	16.248120
10	8189	16.140273
10	7339	15.700092
10	7755	15.571086
10	5336	15.489070
10	408	15.453508
11	8523	5.710738
11	7981	5.540793
11	8121	5.360836
11	9399	5.159628
11	8129	5.107024
11	8032	5.069157
11	8651	4.987762
11	8015	4.896684
11	8568	4.796492
11	297	4.766689
12	387	1.723945
12	6405	1.665200
12	399	1.539437
12	8335	1.499052
12	416	1.426616
12	393	1.404203
12	7929	1.400295
12	7360	1.387732
12	860	1.360527
12	398	1.346146
13	8797	0.794051
13	8686	0.793809
13	8212	0.787327
13	8417	0.753736
13	5271	0.693277
13	7981	0.681573
13	8500	0.677265
13	8629	0.663144
13	8725	0.644246
13	6836	0.636878
14	8568	8.418220
