1028	1	4
3104	1	3
92	2	5
166	2	5
1122	2	3
3410	2	5
3420	2	4
3629	2	4
3974	2	4
1195	3	4
1563	3	4
3103	3	5
3289	3	4
3732	3	3
362	4	3
3180	4	2
3296	4	5
3365	4	2
471	5	3
517	5	3
3121	5	3
3977	5	5
298	6	4
406	6	4
341	7	3
439	7	3
1087	7	5
1160	7	4
1570	7	2
1633	7	5
1922	7	3
3028	7	2
3530	7	3
3732	7	2
3817	7	3
166	8	5
442	8	4
2997	8	5
3104	8	4
3200	8	4
3257	8	4
3799	8	3
2146	9	5
413	10	5
719	10	5
1477	10	5
2943	10	4
2954	10	4
2	11	4
2997	11	4
279	12	3
442	12	4
963	12	3
1850	12	3
1959	12	4
2914	12	4
3279	12	3
3287	12	4
3322	12	4
3430	12	4
3732	12	3
3121	13	1
3436	13	4
3530	13	1
156	14	4
170	14	3
929	14	3
948	14	3
1160	14	3
1447	14	3
1537	14	4
1829	14	4
2931	14	3
2999	14	3
3289	14	5
3400	14	1
3445	14	3
3527	14	2
3902	14	1
3994	14	3
4001	14	3
29	15	4
111	15	3
298	15	4
319	15	3
343	15	4
407	15	3
415	15	3
425	15	3
477	15	3
518	15	3
593	15	4
660	15	3
682	15	3
694	15	3
696	15	4
737	15	3
749	15	5
792	15	3
809	15	3
816	15	3
837	15	3
846	15	3
857	15	4
925	15	4
971	15	5
1096	15	3
1276	15	5
1293	15	3
1294	15	4
1355	15	3
1356	15	3
1398	15	4
1464	15	3
1480	15	2
1563	15	3
1707	15	4
1727	15	4
1764	15	3
1805	15	3
1888	15	3
1912	15	4
1928	15	3
1930	15	2
1961	15	5
1976	15	5
2065	15	4
2266	15	4
2270	15	4
2273	15	3
2333	15	4
2418	15	3
2633	15	4
2686	15	5
2788	15	3
2803	15	4
2846	15	4
2977	15	4
2993	15	3
3040	15	4
3077	15	4
3084	15	3
3116	15	4
3121	15	4
3126	15	3
3184	15	4
3287	15	3
3299	15	3
3306	15	4
3321	15	4
3365	15	3
3373	15	3
3380	15	4
3422	15	5
3433	15	4
3468	15	4
3495	15	4
3527	15	5
3545	15	5
3592	15	3
3593	15	4
3615	15	4
3626	15	3
3636	15	4
3659	15	3
3690	15	3
3694	15	4
3732	15	3
3756	15	4
3775	15	5
3776	15	4
3781	15	4
3803	15	3
3822	15	5
3846	15	5
3851	15	5
3871	15	3
3896	15	4
3902	15	3
3906	15	3
3975	15	3
4001	15	3
970	16	1
1835	16	3
3749	16	1
3868	16	3
1563	17	3
1669	17	4
2753	17	3
3557	17	3
3817	17	3
1337	18	3
2270	18	4
300	19	3
800	19	1
1313	19	2
2753	19	1
3132	19	3
3963	20	3
3037	21	4
3732	22	3
1477	23	4
242	24	3
1381	24	5
3287	24	4
3832	24	5
213	25	3
226	25	3
916	25	2
1586	25	4
2101	25	4
3365	25	4
1008	26	2
2757	26	3
3121	26	1
3287	26	1
3452	26	2
704	27	4
782	27	4
1160	27	3
3016	27	4
3366	27	4
3901	27	4
29	28	4
80	28	5
95	28	5
135	28	5
136	28	5
143	28	4
150	28	5
156	28	5
263	28	4
279	28	4
292	28	5
369	28	5
405	28	5
416	28	4
471	28	3
491	28	4
568	28	5
577	28	5
593	28	5
606	28	4
620	28	4
657	28	5
749	28	4
803	28	4
948	28	4
970	28	5
971	28	5
990	28	4
1003	28	5
1010	28	4
1075	28	4
1087	28	5
1110	28	5
1132	28	4
1160	28	5
1225	28	4
1247	28	4
1305	28	5
1335	28	5
1507	28	4
1531	28	5
1563	28	4
1680	28	5
1992	28	5
2051	28	5
2067	28	5
2146	28	5
2214	28	5
2258	28	5
2773	28	5
2851	28	4
2920	28	5
2931	28	2
2937	28	4
2953	28	5
2996	28	5
3029	28	5
3044	28	5
3080	28	5
3087	28	5
3110	28	5
3121	28	5
3126	28	4
3132	28	5
3134	28	4
3147	28	5
3155	28	5
3180	28	5
3209	28	3
3258	28	4
3262	28	4
3273	28	5
3283	28	5
3289	28	5
3307	28	5
3316	28	5
3322	28	4
3345	28	4
3425	28	5
3436	28	5
3445	28	5
3454	28	4
3516	28	3
3550	28	4
3559	28	3
3585	28	5
3615	28	4
3649	28	4
3659	28	4
3726	28	5
3732	28	4
3753	28	5
3763	28	4
3776	28	5
3805	28	4
3812	28	4
3815	28	5
3854	28	5
3868	28	5
3870	28	5
3898	28	3
3902	28	4
3939	28	3
3984	28	5
3750	29	4
248	30	3
251	30	4
265	30	3
279	30	2
369	30	3
407	30	3
422	30	3
517	30	3
554	30	3
595	30	3
703	30	3
758	30	2
772	30	2
1122	30	2
1177	30	4
1195	30	3
1207	30	2
1227	30	5
1804	30	3
1912	30	3
1983	30	4
2429	30	5
2652	30	4
2730	30	2
2789	30	1
3016	30	5
3028	30	1
3121	30	3
3132	30	1
3322	30	2
3356	30	2
3394	30	3
3507	30	5
3524	30	3
3722	30	3
3732	30	1
3736	30	3
3760	30	4
3790	30	3
3894	30	2
3951	30	3
3955	30	1
3868	31	3
3383	32	3
2	33	4
178	33	4
274	33	4
719	33	3
940	33	5
3315	33	4
3511	33	4
3687	33	4
3922	33	3
1898	34	5
2146	34	5
3180	34	4
279	35	3
1337	35	4
3208	35	5
3209	35	3
3287	35	4
3513	35	4
3517	35	3
3530	35	4
3691	35	4
439	36	4
446	36	4
703	36	5
723	36	4
724	36	4
1073	36	5
1139	36	5
1177	36	4
1525	36	5
2270	36	4
2954	36	5
3326	36	5
3592	36	5
3849	36	4
422	37	3
1160	37	3
1991	37	3
3366	37	1
3538	37	4
1160	38	5
3087	38	3
3254	38	5
632	39	5
3200	39	4
3257	39	3
3461	39	5
3736	39	5
298	40	4
693	40	4
761	40	5
971	40	4
1031	40	3
1096	40	3
1160	40	3
1418	40	4
1442	40	3
1791	40	4
1895	40	3
1936	40	4
2051	40	4
3121	40	3
3387	40	3
3527	40	2
3781	40	4
3828	40	5
3669	41	5
1052	42	4
21	43	2
652	43	3
1008	43	4
2881	43	2
3121	43	3
3180	43	3
3530	43	3
3559	43	3
3687	43	2
3743	43	1
3898	43	3
1991	44	5
2924	45	4
266	46	3
940	46	3
3832	46	5
3307	47	1
3409	47	5
3636	47	4
3669	47	4
3322	48	3
91	49	5
276	49	4
1960	49	3
9	50	5
213	50	5
261	50	4
267	50	5
298	50	3
402	50	4
471	50	5
491	50	3
494	50	5
498	50	5
548	50	4
632	50	5
772	50	4
823	50	4
837	50	4
984	50	4
1176	50	4
1238	50	3
1250	50	5
1301	50	5
1367	50	3
1394	50	5
1400	50	3
1938	50	5
2137	50	4
2224	50	4
2332	50	5
2684	50	4
2911	50	3
2924	50	3
2975	50	4
3062	50	3
3101	50	4
3117	50	5
3219	50	5
3322	50	4
3356	50	4
3459	50	5
3561	50	4
3706	50	4
3707	50	5
3741	50	5
2	51	5
3725	51	5
3868	52	3
625	53	4
1134	53	3
3530	53	4
3732	53	3
800	54	3
808	54	3
984	54	2
3180	54	3
111	55	4
463	55	3
606	55	4
960	55	5
971	55	5
1602	55	3
2188	55	5
3221	55	3
3436	55	4
3659	55	4
3671	55	4
3732	55	4
387	56	1
1003	56	1
2768	56	1
3489	56	3
3557	56	3
3698	57	5
69	58	4
111	58	3
439	58	4
703	58	3
916	58	4
1072	58	4
1190	58	5
1477	58	4
1542	58	4
1570	58	3
