1649	1	1
2568	1	1
2266	2	1
3032	2	1
3902	2	1
3912	2	1
4719	2	1
6572	2	1
6876	2	1
8029	2	1
8568	2	1
9399	2	1
9648	2	1
3245	3	1
8955	3	1
2420	4	1
2541	4	1
3747	4	1
4242	4	1
7131	4	1
5610	5	1
8142	5	1
3044	6	1
7631	6	1
9345	7	1
2749	8	1
6184	8	1
6702	8	1
7770	8	1
7911	8	1
4996	9	1
9360	9	1
199	10	1
3757	10	1
5274	10	1
7659	10	1
9216	10	1
56	11	1
2242	11	1
4080	11	1
8167	11	1
463	12	1
1542	12	1
1853	12	1
3471	12	1
4312	12	1
9287	12	1
1748	13	1
3273	13	1
4941	13	1
4691	14	1
7377	14	1
411	15	1
1565	15	1
3752	15	1
3782	15	1
5155	15	1
5583	15	1
6001	15	1
3044	16	1
6829	16	1
7631	16	1
5150	17	1
6100	17	1
6799	17	1
9535	17	1
7661	18	1
8920	18	1
9437	18	1
6996	19	1
7834	19	1
2895	20	1
5195	20	1
5592	20	1
6765	20	1
5162	21	1
6799	21	1
7020	21	1
7383	21	1
5056	22	1
5910	22	1
6544	22	1
8287	22	1
194	23	1
1447	23	1
2988	23	1
3293	23	1
8214	23	1
2256	24	1
3250	24	1
5100	24	1
1317	25	1
5523	25	1
5275	26	1
7835	26	1
703	27	1
840	27	1
916	27	1
1053	27	1
1866	27	1
2414	27	1
3199	28	1
3249	28	1
6043	28	1
952	29	1
2682	29	1
5680	29	1
6907	29	1
8779	29	1
3469	30	1
4841	30	1
6760	30	1
6919	30	1
9225	30	1
3787	31	1
6743	31	1
7395	32	1
8251	32	1
4216	33	1
4960	33	1
5155	33	1
7918	33	1
6799	34	1
3392	35	1
3921	35	1
6763	35	1
2353	36	1
4034	36	1
7635	36	1
4306	37	1
4892	37	1
5384	37	1
6138	37	1
7550	37	1
9235	37	1
24	38	1
109	38	1
3232	38	1
3837	38	1
5589	38	1
6634	38	1
2258	39	1
7148	39	1
7390	40	1
9584	40	1
1382	41	1
5954	41	1
6799	41	1
2366	42	1
2663	42	1
2909	42	1
3362	42	1
4927	42	1
6291	42	1
2862	43	1
3671	43	1
5472	43	1
8222	43	1
9323	43	1
4338	44	1
3088	45	1
3690	45	1
7145	45	1
6582	46	1
8199	46	1
4099	47	1
6336	47	1
8935	47	1
5393	48	1
6787	49	1
1415	50	1
5847	50	1
469	51	1
2954	51	1
2983	51	1
3009	51	1
3427	51	1
4064	51	1
4167	51	1
4265	52	1
5686	52	1
2654	53	1
6381	53	1
9367	53	1
1592	54	1
2480	54	1
3664	54	1
285	55	1
9085	55	1
3226	56	1
6928	56	1
5938	58	1
9783	58	1
4811	59	1
8348	59	1
6647	60	1
7301	60	1
9686	60	1
2641	61	1
3558	62	1
5166	62	1
9556	63	1
6107	64	1
4247	65	1
5652	65	1
9512	66	1
3995	67	1
4656	67	1
4657	67	1
4666	67	1
4744	67	1
4775	67	1
4815	67	1
4970	67	1
4975	67	1
5027	67	1
5550	67	1
5712	67	1
5948	67	1
5984	67	1
7540	67	1
7990	67	1
8755	67	1
9421	67	1
5842	68	1
7332	68	1
9315	68	1
9778	68	1
6092	69	1
7734	69	1
9001	69	1
6771	70	1
7461	70	1
289	71	1
6000	71	1
3506	72	1
4558	72	1
4850	72	1
5207	72	1
1028	73	1
1744	73	1
919	74	1
1209	74	1
2134	74	1
2698	74	1
3780	74	1
5271	74	1
5957	74	1
3644	75	1
4850	75	1
5250	75	1
6463	75	1
8829	75	1
640	76	1
1334	76	1
643	77	1
690	77	1
771	77	1
990	77	1
1034	77	1
1084	77	1
1336	77	1
1517	77	1
1659	77	1
1927	77	1
1936	77	1
2079	77	1
4872	77	1
2492	78	1
3451	78	1
3880	78	1
4716	78	1
4813	78	1
5430	78	1
6056	78	1
7649	78	1
9029	78	1
536	79	1
2534	79	1
2946	79	1
3008	79	1
3689	79	1
4045	79	1
4262	79	1
6317	79	1
6829	79	1
8580	79	1
5602	80	1
7961	80	1
2208	81	1
3121	81	1
3411	81	1
3617	81	1
4440	81	1
4606	81	1
4607	81	1
5900	81	1
8954	81	1
792	82	1
803	82	1
917	82	1
1262	82	1
2284	82	1
2417	82	1
4967	82	1
8028	82	1
372	83	1
481	83	1
580	83	1
821	83	1
1017	83	1
1233	83	1
2898	83	1
3045	83	1
5774	83	1
7386	83	1
9030	83	1
343	84	1
464	84	1
736	84	1
844	84	1
1082	84	1
1210	84	1
1693	84	1
2107	84	1
3958	84	1
538	85	1
4023	85	1
1504	86	1
1549	86	1
2933	86	1
3959	86	1
4116	86	1
5179	86	1
833	87	1
843	87	1
882	87	1
1246	87	1
1277	87	1
313	88	1
403	88	1
936	89	1
1619	89	1
2774	90	1
1747	91	1
3493	91	1
5144	92	1
5691	92	1
8588	92	1
6887	93	1
1397	94	1
1710	94	1
1767	94	1
2125	94	1
2609	94	1
3149	94	1
3408	94	1
4819	94	1
5395	94	1
5398	94	1
7517	94	1
8366	94	1
9013	94	1
956	95	1
4484	96	1
6482	96	1
7028	97	1
8536	97	1
9413	97	1
1203	98	1
2906	98	1
5513	99	1
6861	100	1
2299	101	1
4651	101	1
796	102	1
4761	104	1
1947	105	1
4877	105	1
9687	105	1
6119	107	1
2938	108	1
5177	109	1
5280	109	1
7740	109	1
8630	109	1
1892	111	1
3311	111	1
4381	111	1
4172	112	1
6375	113	1
6709	113	1
8319	113	1
652	114	1
1730	114	1
7408	114	1
775	115	1
2699	115	1
3959	115	1
1291	116	1
1348	116	1
2512	116	1
3760	118	1
4325	118	1
6234	118	1
342	119	1
1554	119	1
1802	119	1
5155	119	1
7355	119	1
9433	119	1
5268	120	1
7354	120	1
6947	121	1
7975	121	1
1023	122	1
1100	122	1
1595	122	1
1727	122	1
4453	122	1
6697	122	1
8213	122	1
7046	123	1
8601	123	1
692	124	1
1170	124	1
1365	124	1
1431	124	1
1611	124	1
1896	124	1
2427	124	1
3120	124	1
1258	125	1
4070	125	1
4071	125	1
4981	125	1
473	126	1
1057	126	1
6001	126	1
1266	127	1
2214	127	1
1177	128	1
3865	128	1
4003	128	1
5155	128	1
5515	128	1
5781	128	1
6001	128	1
7762	128	1
1884	129	1
4837	129	1
4203	130	1
8026	130	1
830	131	1
2867	131	1
9045	131	1
119	132	1
480	132	1
8022	132	1
845	133	1
1806	133	1
4773	133	1
2939	134	1
3713	134	1
7062	134	1
721	136	1
848	136	1
2402	136	1
6843	136	1
5811	137	1
7772	137	1
977	138	1
1567	138	1
3654	138	1
4769	138	1
1376	139	1
1605	139	1
313	140	1
2498	140	1
3549	140	1
3663	140	1
412	141	1
413	141	1
468	141	1
2552	141	1
3458	141	1
3585	141	1
3615	141	1
3686	141	1
3898	141	1
5798	141	1
6829	141	1
8337	141	1
8659	141	1
743	142	1
6230	143	1
6622	143	1
3508	144	1
5839	144	1
3390	145	1
4724	145	1
4863	146	1
8973	146	1
491	147	1
6626	147	1
2755	148	1
1879	149	1
2286	149	1
2727	149	1
2990	149	1
3393	150	1
6583	150	1
3656	151	1
6737	151	1
2131	152	1
2144	152	1
3766	153	1
3781	153	1
3945	154	1
4645	154	1
4871	154	1
6098	154	1
8503	154	1
2703	155	1
5963	155	1
8824	155	1
1681	156	1
2761	156	1
4433	156	1
7432	156	1
3959	157	1
6001	157	1
5739	158	1
8893	158	1
1367	159	1
6550	160	1
2723	161	1
3041	162	1
3711	162	1
6004	162	1
6741	162	1
8469	162	1
10	163	1
111	163	1
3834	163	1
8371	163	1
2995	164	1
3481	164	1
4125	165	1
5439	165	1
1490	166	1
4439	166	1
869	167	1
4488	168	1
36	169	1
1102	170	1
1498	170	1
2170	170	1
2938	170	1
3719	171	1
4083	171	1
4575	171	1
5873	171	1
6984	171	1
6985	171	1
9261	172	1
7444	173	1
1241	175	1
2938	175	1
3452	177	1
3580	177	1
3881	177	1
4033	177	1
8019	177	1
9048	177	1
4470	178	1
5941	178	1
5348	179	1
6412	179	1
3718	180	1
5315	180	1
615	181	1
1320	181	1
1401	181	1
1770	181	1
4094	181	1
5322	181	1
5415	181	1
6789	181	1
551	182	1
625	182	1
1344	182	1
1585	182	1
3111	182	1
3648	182	1
4542	182	1
6938	182	1
485	183	1
555	183	1
787	183	1
1238	183	1
1485	183	1
1801	183	1
963	184	1
1308	184	1
2297	184	1
4727	184	1
636	185	1
740	185	1
1199	185	1
739	186	1
1450	186	1
1741	186	1
4240	186	1
5764	186	1
6283	186	1
44	187	1
