1579	1	1
2877	2	1
7238	2	1
7430	3	1
8647	3	1
34	4	1
168	4	1
290	4	1
345	4	1
348	4	1
353	4	1
358	4	1
370	4	1
421	4	1
424	4	1
429	4	1
464	4	1
481	4	1
517	4	1
527	4	1
551	4	1
562	4	1
627	4	1
634	4	1
640	4	1
658	4	1
696	4	1
730	4	1
738	4	1
748	4	1
755	4	1
791	4	1
814	4	1
815	4	1
818	4	1
834	4	1
905	4	1
909	4	1
914	4	1
928	4	1
941	4	1
951	4	1
981	4	1
1016	4	1
1023	4	1
1035	4	1
1077	4	1
1108	4	1
1132	4	1
1148	4	1
1167	4	1
1194	4	1
1288	4	1
1365	4	1
1416	4	1
1438	4	1
1444	4	1
1445	4	1
1454	4	1
1475	4	1
1480	4	1
1506	4	1
1532	4	1
1538	4	1
1559	4	1
1594	4	1
1595	4	1
1612	4	1
1635	4	1
1639	4	1
1640	4	1
1653	4	1
1661	4	1
1670	4	1
1679	4	1
1806	4	1
1817	4	1
1824	4	1
1830	4	1
1838	4	1
1847	4	1
1862	4	1
1869	4	1
1957	4	1
2005	4	1
2035	4	1
2045	4	1
2082	4	1
2087	4	1
2106	4	1
2111	4	1
2157	4	1
2188	4	1
2190	4	1
2261	4	1
2296	4	1
2306	4	1
2353	4	1
2459	4	1
2462	4	1
2468	4	1
2486	4	1
2494	4	1
2502	4	1
2518	4	1
2547	4	1
2644	4	1
2690	4	1
2706	4	1
2752	4	1
2753	4	1
2792	4	1
2795	4	1
2810	4	1
2866	4	1
2926	4	1
3020	4	1
3031	4	1
3049	4	1
3079	4	1
3101	4	1
3109	4	1
3111	4	1
3139	4	1
3146	4	1
3153	4	1
3232	4	1
3361	4	1
3380	4	1
3393	4	1
3403	4	1
3409	4	1
3417	4	1
3435	4	1
3440	4	1
3455	4	1
3512	4	1
3530	4	1
3579	4	1
3631	4	1
3659	4	1
3693	4	1
3722	4	1
3724	4	1
3747	4	1
3752	4	1
3792	4	1
3800	4	1
3804	4	1
3813	4	1
3860	4	1
3883	4	1
4021	4	1
4061	4	1
4115	4	1
4152	4	1
4160	4	1
4169	4	1
4177	4	1
4179	4	1
4182	4	1
4185	4	1
4198	4	1
4276	4	1
4284	4	1
4286	4	1
4294	4	1
4298	4	1
4305	4	1
4322	4	1
4362	4	1
4403	4	1
4453	4	1
4467	4	1
4472	4	1
4478	4	1
4482	4	1
4486	4	1
4487	4	1
4511	4	1
4536	4	1
4620	4	1
4648	4	1
4724	4	1
4727	4	1
4773	4	1
4790	4	1
4805	4	1
4836	4	1
4852	4	1
4856	4	1
4868	4	1
5024	4	1
5055	4	1
5076	4	1
5077	4	1
5079	4	1
5112	4	1
5128	4	1
5151	4	1
5159	4	1
5179	4	1
5202	4	1
5217	4	1
5270	4	1
5283	4	1
5305	4	1
5336	4	1
5341	4	1
5403	4	1
5413	4	1
5414	4	1
5420	4	1
5430	4	1
5501	4	1
5512	4	1
5536	4	1
5537	4	1
5546	4	1
5555	4	1
5571	4	1
5582	4	1
5625	4	1
5628	4	1
5638	4	1
5669	4	1
5677	4	1
5732	4	1
5764	4	1
5808	4	1
5816	4	1
